Date,Alexander Lake (1267) Air Temperature Minimum (degC),Alexander Lake (1267) Air Temperature Average (degC),Alexander Lake (1267) Air Temperature Maximum (degC),Alexander Lake (1267) Precipitation Accumulation (mm) Start of Day Values,Alexander Lake (1267) Precipitation Increment - Snow-adj (mm),Alexander Lake (1267) Snow Depth (cm) Start of Day Values,Alexander Lake (1267) Snow Density (pct) Start of Day Values
17/02/2016,-20.4,-12.1,-4.7,391,0,69,29.3
18/02/2016,-16.4,-10,-2.8,391,0,69,29.3
19/02/2016,-22.4,-12.5,-4.3,391,0,69,29.3
20/02/2016,-10.3,-4.2,0.6,391,0,66,30.4
21/02/2016,-0.6,1.2,5,391,5,66,30.4
22/02/2016,-2.1,1.6,4.2,396,3,69,29.3
23/02/2016,-4.4,-0.1,2.1,399,0,69,29.3
24/02/2016,-1.6,1.5,6.2,399,0,69,29.3
25/02/2016,0.4,2.8,4.6,399,3,69,29.3
26/02/2016,-3.1,0.7,4.4,401,0,66,30.8
27/02/2016,-5.7,1.3,5.3,401,0,66,30.8
28/02/2016,-3.4,2.6,6.4,401,0,66,30.8
29/02/2016,-5.4,-0.9,3.8,401,0,66,30.8
01/03/2016,-8.8,-2.5,3.8,401,0,66,30.8
02/03/2016,-6.3,-1.4,5,401,3,66,30.8
03/03/2016,-9,-3.3,3.6,401,0,66,31.2
04/03/2016,-11.1,-5.3,-1.8,401,0,66,31.2
05/03/2016,-6.6,-2.1,1.1,401,0,66,31.2
06/03/2016,-7.1,-1.8,4.4,401,0,66,31.2
07/03/2016,-6.1,-1.1,3,401,0,66,31.2
08/03/2016,-1.6,1.1,4.7,401,0,66,31.2
09/03/2016,-4.8,-0.4,5.9,401,0,66,31.2
10/03/2016,-7.2,-0.1,5,401,0,66,31.2
11/03/2016,-6.7,-0.3,4.3,401,0,66,31.2
12/03/2016,-3.4,0.4,5.8,401,0,66,31.2
13/03/2016,-10.8,-2.7,5.7,401,0,66,31.2
14/03/2016,-12.7,-4.6,3.9,401,0,66,31.2
15/03/2016,-8.9,-1.9,4.8,401,0,66,31.2
16/03/2016,-7.5,-4,-0.1,401,0,66,31.2
17/03/2016,-12.7,-6.8,0.1,401,0,66,31.2
18/03/2016,-15.7,-6.7,0.7,401,0,66,31.2
19/03/2016,-12.8,-7.3,-1.6,401,8,66,31.2
20/03/2016,-8.8,-3.1,3.1,406,8,71,30
21/03/2016,-1.7,2.4,7.3,414,0,74,29.3
22/03/2016,-3.2,3.2,9.3,414,0,71,30.4
23/03/2016,-5.2,2.8,9.4,414,0,69,31.5
24/03/2016,-1.5,3.1,7.8,414,0,69,31.5
25/03/2016,1,2.9,5.6,414,0,66,32.7
26/03/2016,-2.4,1.7,7.9,414,0,66,32.7
27/03/2016,-2.7,0.9,4.4,414,10,64,34
28/03/2016,0.7,1.2,2.7,424,25,71,31.1
29/03/2016,0.8,3,7.5,450,3,81,30
30/03/2016,0.8,3.1,5.9,452,10,74,33.1
31/03/2016,-1.7,3.6,9.7,462,0,69,34.8
01/04/2016,1.8,5.2,10.1,462,3,66,35.8
02/04/2016,1.2,4.7,7.4,465,0,61,35.8
03/04/2016,-0.3,3.3,8,465,0,53,38.1
04/04/2016,-1.7,3.2,8.6,465,0,51,38
05/04/2016,0.3,5.7,13.4,465,0,48,38.4
06/04/2016,-0.4,4.4,9.7,465,0,46,38.3
07/04/2016,-1.3,3.9,8.9,465,0,43,38.2
08/04/2016,-2.8,4.4,10.6,465,0,41,38.1
09/04/2016,1.6,3.3,5.1,465,5,36,39.3
10/04/2016,1.9,5.1,10.1,470,0,36,37.1
11/04/2016,-0.4,4.4,9.4,470,0,33,36.2
12/04/2016,-0.4,5.3,10,470,0,30,34.2
13/04/2016,1.6,5.7,10.8,470,0,25,34
14/04/2016,1.3,5.2,10.9,470,3,23,33.3
15/04/2016,-0.1,5.7,13.7,472,0,15,35
16/04/2016,0.4,5.3,12,472,0,13,30
17/04/2016,1,5.3,10.8,472,0,8,
18/04/2016,-1.5,5.1,11.7,472,0,3,
19/04/2016,0.4,5.6,11.3,472,0,0,
20/04/2016,0.4,5.9,12.3,472,0,0,
21/04/2016,0.2,7.1,12.7,472,0,0,
22/04/2016,2.4,7.3,12.9,472,0,0,
23/04/2016,2.3,9.4,16.6,472,0,0,
24/04/2016,5.9,10.2,14.8,472,0,0,
25/04/2016,4.9,9.3,13.3,472,0,0,
26/04/2016,4.2,8.8,14.6,472,0,0,
27/04/2016,1.3,6.9,12.9,472,0,0,
28/04/2016,1.4,7.5,12.8,472,0,0,
29/04/2016,4.8,8.6,13.3,472,0,0,
30/04/2016,3.4,8.2,12.6,472,0,0,
01/05/2016,4.7,8.3,12.4,472,0,0,
02/05/2016,2.8,8.4,15.1,472,0,0,
03/05/2016,2.4,7.6,12.6,472,0,0,
04/05/2016,3.4,7.6,13.4,472,0,0,
05/05/2016,1.1,7,12.7,472,0,0,
06/05/2016,5.2,8.7,15.1,472,3,0,
07/05/2016,5.2,8.9,13.3,475,0,0,
08/05/2016,4.3,7.4,11.1,475,3,0,
09/05/2016,4.6,7.8,11.8,478,3,0,
10/05/2016,5.4,9.2,12.7,480,0,0,
11/05/2016,8.2,11.3,17.4,480,0,0,
12/05/2016,8.4,14.4,21.8,480,0,0,
13/05/2016,6.4,16.4,25.6,480,0,0,
14/05/2016,10,17.6,25.6,480,0,0,
15/05/2016,8.3,15.5,23.8,480,0,0,
16/05/2016,7.2,14.4,22,480,0,0,
17/05/2016,8.8,11.3,14.6,480,0,0,
18/05/2016,8.3,10.7,13.1,480,0,0,
19/05/2016,7.5,11.7,17,480,0,0,
20/05/2016,7.5,8.9,11.7,480,8,0,
21/05/2016,7.6,9.8,12.7,488,0,0,
22/05/2016,4.7,10.1,15.7,488,0,0,
23/05/2016,6.8,12,18.6,488,0,0,
24/05/2016,6.9,12.8,19.2,488,0,0,
25/05/2016,6.6,13.2,19.3,488,0,0,
26/05/2016,9.3,15.4,22.7,488,0,0,
27/05/2016,8.2,16.7,24.5,488,0,0,
28/05/2016,7.8,15.9,25.3,488,0,0,
29/05/2016,9.9,16.4,24.6,488,0,0,
30/05/2016,9.5,13.4,19.4,488,5,0,
31/05/2016,6.5,14,21.9,493,0,0,
01/06/2016,8.9,14.8,22.7,493,0,0,
02/06/2016,8.6,14.8,19.9,493,0,0,
03/06/2016,8.3,12.7,19.3,493,5,0,
04/06/2016,8.4,13.9,19.6,498,0,0,
05/06/2016,7.4,12.9,18.4,498,0,0,
06/06/2016,7.7,9.3,11.9,498,5,0,
07/06/2016,6.2,12.3,19.2,503,0,0,
08/06/2016,7.1,15.8,24.1,503,0,0,
09/06/2016,8.8,16.4,23.7,503,0,0,
10/06/2016,7.7,13.4,18.9,503,0,0,
11/06/2016,7.7,11.3,16.7,503,3,0,
12/06/2016,6.3,12.8,19.2,505,0,0,
13/06/2016,9.2,14.9,22.2,505,0,0,
14/06/2016,9.1,15.7,22.8,505,0,0,
15/06/2016,8.8,18,28.3,505,0,0,
16/06/2016,8.1,18.6,29.9,505,0,0,
17/06/2016,9.5,16.8,23.8,505,0,0,
18/06/2016,11.2,13.8,17.4,505,0,0,
19/06/2016,10.6,11.9,13.4,505,15,0,
20/06/2016,10.2,13.8,19.3,521,0,0,
21/06/2016,8.8,16.7,25.2,521,0,0,
22/06/2016,9.7,18.1,25.6,521,0,0,
23/06/2016,11.2,16.8,23.2,521,0,0,
24/06/2016,11.3,14.1,16.7,521,0,0,
25/06/2016,10.8,16.4,23.7,521,0,0,
26/06/2016,11.9,15.3,19.6,521,0,0,
27/06/2016,10.6,16.3,22.7,521,0,0,
28/06/2016,11.6,16.2,20.8,521,0,0,
29/06/2016,9,16.7,24.9,521,0,0,
30/06/2016,12.7,17.6,25.2,521,0,0,
01/07/2016,10.8,13.2,18.8,521,10,0,
02/07/2016,9.4,14.1,18.6,531,0,0,
03/07/2016,12.1,14.6,18.3,531,3,0,
04/07/2016,12.7,15.7,20.4,533,0,0,
05/07/2016,11.5,14.4,18.3,533,3,0,
06/07/2016,9.9,13.5,17.1,536,0,0,
07/07/2016,10.8,15.9,24.3,536,0,0,
08/07/2016,9.7,18.4,28,536,0,0,
09/07/2016,10.1,18.1,26.2,536,0,0,
10/07/2016,11.1,15.8,22.8,536,0,0,
11/07/2016,12.9,15.6,18.7,536,0,0,
12/07/2016,10.2,20.1,30.7,536,0,0,
13/07/2016,11.6,18.1,26.3,536,0,0,
14/07/2016,12.2,19.6,27.4,536,0,0,
15/07/2016,11.9,18.3,25,536,0,0,
16/07/2016,12.3,18.6,27.9,536,0,0,
17/07/2016,11.6,19.1,27.2,536,0,0,
18/07/2016,12,19.2,28.5,536,0,0,
19/07/2016,13.3,18.4,27,536,0,0,
20/07/2016,12.2,18.2,25.2,536,0,0,
21/07/2016,14.2,17.7,23.7,536,0,0,
22/07/2016,11.7,14.6,17.3,536,8,0,
23/07/2016,10.2,16.6,24.2,544,0,0,
24/07/2016,11.7,13.4,17.3,544,5,0,
25/07/2016,11.9,14.8,18.6,549,0,0,
26/07/2016,10.7,14.7,20.4,549,0,0,
27/07/2016,12.3,15.9,21.2,549,0,0,
28/07/2016,13.1,16.1,19.3,549,0,0,
29/07/2016,12.9,15.8,20.6,549,0,0,
30/07/2016,12.1,14.9,18.7,549,0,0,
31/07/2016,13.2,14.7,18.4,549,0,0,
01/08/2016,12.5,13.9,15.6,549,3,0,
02/08/2016,12.2,16.1,23.6,551,3,0,
03/08/2016,10.9,15.4,21.7,554,0,0,
04/08/2016,11.7,13.1,14.4,554,18,0,
05/08/2016,12.6,14.6,17.6,572,8,0,
06/08/2016,12.7,14.2,15.7,579,13,0,
07/08/2016,12.3,13.6,15.6,592,28,0,
08/08/2016,11.3,14.1,18.4,620,3,0,
09/08/2016,10.9,14.2,18.9,622,0,0,
10/08/2016,11.7,13.9,16.9,622,0,0,
11/08/2016,11.1,13,15.4,622,18,0,
12/08/2016,11.8,13.4,16.2,640,8,0,
13/08/2016,12.3,14.6,18.4,648,3,0,
14/08/2016,11.7,14.8,21.2,650,8,0,
15/08/2016,10.2,14.2,20.4,658,0,0,
16/08/2016,8,13.7,21.6,658,0,0,
17/08/2016,9.4,14,18.8,658,0,0,
18/08/2016,11.9,14.7,20.8,658,3,0,
19/08/2016,9.9,13.2,16.4,660,0,0,
20/08/2016,8.7,12.7,16.8,660,0,0,
21/08/2016,10.9,12.1,13.8,660,10,0,
22/08/2016,10.4,11.4,12.6,671,13,0,
23/08/2016,10.6,12.6,16.4,683,15,0,
24/08/2016,11.8,13.3,15.6,698,13,0,
25/08/2016,11.3,14.5,19.2,711,5,0,
26/08/2016,11.1,14.9,21.2,716,0,0,
27/08/2016,13,17.9,24.2,716,0,0,
28/08/2016,11.1,17.2,24.1,716,0,0,
29/08/2016,9.2,16.2,24,716,0,0,
30/08/2016,6.7,14.7,22.5,716,0,0,
31/08/2016,5.6,14.2,24.1,716,0,0,
01/09/2016,4.9,12.4,22.9,716,0,0,
02/09/2016,4.9,12.8,23.4,716,0,0,
03/09/2016,5.7,12.1,18.7,716,0,0,
04/09/2016,10.3,11.6,13.4,716,0,0,
05/09/2016,10.5,11.7,14.1,716,8,0,
06/09/2016,7.2,11.7,15.1,724,3,0,
07/09/2016,7.7,10.6,14.7,726,5,0,
08/09/2016,5.6,9.5,14.1,732,3,0,
09/09/2016,3.9,10.5,18,734,0,0,
10/09/2016,3.7,11.4,20.3,734,0,0,
11/09/2016,7.8,8.5,9.4,734,38,0,
12/09/2016,8.4,11.6,14.3,772,13,0,
13/09/2016,6.3,10.7,15.8,785,0,0,
14/09/2016,4.9,7.9,10,785,3,0,
15/09/2016,7.3,9.7,14.6,787,8,0,
16/09/2016,7.4,9.3,11.1,795,0,0,
17/09/2016,7.6,9.4,12.6,795,3,0,
18/09/2016,5.7,10.2,15.6,798,0,0,
19/09/2016,2.6,8.1,12.9,798,0,0,
20/09/2016,7.1,9.6,13.7,798,8,0,
21/09/2016,7.6,8.7,12.6,805,25,0,
22/09/2016,6.7,8.1,9.5,831,20,0,
23/09/2016,6.3,9.1,12.4,851,3,0,
24/09/2016,4.5,8.1,13.1,853,0,0,
25/09/2016,2.9,6.2,9,853,3,0,
26/09/2016,0.2,4.8,11,856,0,0,
27/09/2016,-0.8,4.6,11.1,856,0,0,
28/09/2016,-1.3,2.5,7.7,856,0,0,
29/09/2016,-1.4,4.3,11.4,856,0,0,
30/09/2016,-0.7,4.9,12.8,856,0,0,
01/10/2016,-1.3,3.4,8,0,3,0,
02/10/2016,3,5.7,10.3,3,3,0,
03/10/2016,1.8,5.6,9.9,5,0,0,
04/10/2016,2.4,7.7,13.4,5,0,0,
05/10/2016,1.5,6.5,12.2,5,0,0,
06/10/2016,-1.7,3.3,10.4,5,0,0,
07/10/2016,-4,1.9,10.3,5,0,0,
08/10/2016,-4.9,0.5,7.8,5,0,0,
09/10/2016,-3.1,1.7,6.9,5,0,0,
10/10/2016,-0.2,3.6,8.6,5,0,0,
11/10/2016,-1.8,1.3,6.5,5,0,0,
12/10/2016,-3.9,1.8,10.6,5,0,0,
13/10/2016,-4.2,2.1,12.2,5,0,0,
14/10/2016,-5,2.1,12.3,5,0,0,
15/10/2016,-2.1,2.9,8.6,5,0,0,
16/10/2016,-1.5,0.9,4.6,5,0,0,
17/10/2016,-1.6,0.7,4.2,5,0,0,
18/10/2016,-3.5,0.6,3.7,5,0,0,
19/10/2016,-1.9,0.4,4.9,5,0,0,
20/10/2016,-3.5,-0.4,2.4,5,0,0,
21/10/2016,-1.6,0.4,3.1,5,0,0,
22/10/2016,-2.3,0.6,4.6,5,0,0,
23/10/2016,-7.8,-2.9,4.1,5,0,0,
24/10/2016,-10.7,-4.4,4.5,5,0,0,
25/10/2016,-11.2,-6,0,5,0,0,
26/10/2016,-5.9,-2.1,4.4,5,0,0,
27/10/2016,-4.8,-0.3,6.7,5,0,0,
28/10/2016,-8.4,-2.9,0.6,5,3,0,
29/10/2016,0.2,1.6,2.7,8,3,0,
30/10/2016,1.6,2.9,4.7,10,3,0,
31/10/2016,-1.2,1.3,3.8,13,0,0,
01/11/2016,-1.1,2.6,6.9,13,0,0,
02/11/2016,-1,1.2,4.1,13,0,0,
03/11/2016,-4.3,-1.1,2.2,13,0,0,
04/11/2016,-4.1,-1.5,1,13,0,0,
05/11/2016,-5.3,-2.6,-0.6,13,3,0,
06/11/2016,-4.9,-1.5,0.3,15,0,0,
07/11/2016,-0.9,0.3,1.1,15,13,0,
08/11/2016,-0.8,1.2,2.6,28,0,8,
09/11/2016,-4.9,-0.5,3.4,28,3,5,
10/11/2016,-2.4,1.8,4.7,30,0,5,
11/11/2016,-1.4,1.7,3.2,30,5,5,
12/11/2016,-2.6,-0.1,2.5,36,3,5,
13/11/2016,0.5,2.2,3.7,38,5,5,
14/11/2016,-2.6,0.7,4.8,43,0,5,
15/11/2016,-2,-0.1,1.8,43,0,5,
16/11/2016,-5.3,-3.1,-1.3,43,0,5,
17/11/2016,-6.9,-3.6,-2.2,43,0,5,
18/11/2016,-9.2,-6.5,-4,43,0,5,
19/11/2016,-13,-8.6,-4.6,43,0,5,
20/11/2016,-13.8,-8.9,-2.8,43,0,5,
21/11/2016,-6.8,-3.4,-1.6,43,0,5,
22/11/2016,-14,-9.2,-5.9,43,0,5,
23/11/2016,-16.2,-13.2,-8.3,43,0,5,
24/11/2016,-17.7,-14.9,-11.4,43,0,5,
25/11/2016,-14.8,-9.3,-5.5,43,0,5,
26/11/2016,-16.6,-11,-5.4,43,0,5,
27/11/2016,-7.7,-5.4,-3.9,43,0,5,
28/11/2016,-17.3,-12.2,-7.6,43,0,5,
29/11/2016,-20.5,-15.8,-10.5,43,0,5,
30/11/2016,-23.3,-16.7,-9,43,0,5,
01/12/2016,-9,-6.1,-4.4,43,0,5,
02/12/2016,-9.5,-7.2,-5.3,43,0,5,
03/12/2016,-11.6,-9.9,-8.9,43,0,8,
04/12/2016,-19.1,-14.3,-11.1,43,0,5,
05/12/2016,-22.7,-18.3,-11.1,43,0,5,
06/12/2016,-12.4,-10.9,-9.4,43,0,5,
07/12/2016,-12.6,-8.1,-5.4,43,3,5,
08/12/2016,-14.2,-9.9,-7.7,46,0,8,
09/12/2016,-13.2,-9.7,-5.7,46,0,8,
10/12/2016,-14.6,-10.3,-8.2,46,0,5,
11/12/2016,-20.6,-15.6,-8.6,46,3,5,
12/12/2016,-22.4,-20,-15.8,48,0,8,
13/12/2016,-23.7,-18.1,-9.6,48,0,8,
14/12/2016,-14.7,-11.2,-8.7,48,0,8,
15/12/2016,-13.7,-10,-6.4,48,0,8,
16/12/2016,-6.4,-4.5,-2.7,48,18,8,
17/12/2016,-3.2,-2.2,-1.1,66,18,20,16.2
18/12/2016,-7.6,-4,-2.4,84,0,33,13.8
19/12/2016,-5.6,-4.1,-2.7,84,0,30,15
20/12/2016,-4.9,-4.2,-3.3,84,0,30,15
21/12/2016,-8.4,-5.9,-3.7,84,0,30,15
22/12/2016,-24.8,-16.1,-7.4,84,0,30,15
23/12/2016,-26.2,-23.3,-20,84,0,28,16.4
24/12/2016,-21.6,-12,-5.2,84,0,28,16.4
25/12/2016,-6,-3.3,0.6,84,0,25,18
26/12/2016,-6.4,-1.6,0.9,84,0,25,18
27/12/2016,-11.3,-9.3,-5.7,84,0,25,18
28/12/2016,-16.6,-8.9,-5.1,84,0,23,20
29/12/2016,-19.2,-12.8,-9.6,84,3,23,20
30/12/2016,-17.6,-12.3,-8.8,86,0,25,19
31/12/2016,-14.5,-11.5,-8.2,86,0,23,21.1
01/01/2017,-22.2,-17.8,-12.2,86,0,23,21.1
02/01/2017,-22.7,-19.6,-14.3,86,0,23,21.1
03/01/2017,-22,-19.2,-16.2,86,0,23,21.1
04/01/2017,-24.4,-19.5,-14.6,86,0,23,21.1
05/01/2017,-24.3,-13.2,-2.6,86,0,23,21.1
06/01/2017,-14.4,-10.2,-6.4,86,0,23,21.1
07/01/2017,-18.7,-12.7,-8.3,86,0,23,21.1
08/01/2017,-21.3,-15.6,-6,86,0,23,21.1
09/01/2017,-19.9,-16.4,-10.4,86,0,23,21.1
10/01/2017,-22.6,-20.1,-14.7,86,0,23,21.1
11/01/2017,-26.5,-22.8,-16.2,86,0,23,21.1
12/01/2017,-29,-25.8,-20.8,86,0,23,21.1
13/01/2017,-21.3,-10.2,-5.3,86,8,23,21.1
14/01/2017,-21.6,-6.9,-2.1,94,0,28,19.1
15/01/2017,-23.6,-14.9,-11.2,94,3,28,19.1
16/01/2017,-13.3,-11.1,-9.3,97,0,30,18.3
17/01/2017,-27.6,-20.6,-13.2,97,0,30,18.3
18/01/2017,-36.9,-30.9,-24.2,97,0,30,18.3
19/01/2017,-38.7,-33.6,-26.1,97,0,30,18.3
20/01/2017,-31.4,-18.7,-12.5,97,10,30,18.3
21/01/2017,-16.2,-11.9,-9.7,107,0,38,16.7
22/01/2017,-17.5,-13.9,-10.1,107,0,38,16.7
23/01/2017,-15.8,-9.8,-5.9,107,5,36,17.9
24/01/2017,-6.7,-3.5,-1.7,112,5,41,16.9
25/01/2017,-3.3,-1.3,0.8,117,0,43,16.5
26/01/2017,-1.6,1.1,3.8,117,0,43,16.5
27/01/2017,-5.9,-1.4,1,117,3,41,17.5
28/01/2017,-5.1,-1.9,-0.9,119,0,43,17.1
29/01/2017,-18.4,-10.2,-5.1,119,0,43,17.1
30/01/2017,-8.6,-6.6,-4.6,119,3,43,17.1
31/01/2017,-4.6,-2.3,-0.7,122,10,43,17.6
01/02/2017,-8.9,-2.6,-0.4,132,0,51,16.5
02/02/2017,-18.1,-11.2,-5.9,132,0,51,16.5
03/02/2017,-21.7,-15.4,-6.3,132,0,48,17.4
04/02/2017,-22.4,-16.9,-8.8,132,0,48,17.4
05/02/2017,-22.8,-18.3,-10.4,132,0,46,18.3
06/02/2017,-25.1,-19,-9.4,132,0,46,18.3
07/02/2017,-25.6,-19.8,-9.6,132,0,46,18.3
08/02/2017,-28.3,-19,-10.6,132,3,46,18.3
09/02/2017,-12.6,-8.8,-5.1,132,3,46,18.9
10/02/2017,-16.6,-13.8,-12.3,135,0,48,18.4
11/02/2017,-25.7,-16.7,-11.4,135,0,46,19.4
12/02/2017,-33.3,-20.7,-7.1,135,0,46,19.4
13/02/2017,-7.3,-3.3,0.8,135,23,46,19.4
14/02/2017,0.7,2.5,5.2,157,8,69,16.3
15/02/2017,-9.3,-0.4,2.7,165,18,58,20
16/02/2017,-6.3,-2.1,0.3,183,5,58,20
17/02/2017,-5,-1.8,0.7,188,8,58,20
18/02/2017,-4.3,-3,-0.7,196,0,64,19.2
19/02/2017,-8.7,-5.1,-2.6,196,0,64,19.2
20/02/2017,-16.5,-11,-8.7,196,0,64,19.2
21/02/2017,-31.4,-18.6,-11.4,196,0,64,19.2
22/02/2017,-11.8,-8.9,-5.6,196,3,64,19.2
23/02/2017,-13.1,-7.2,-4.5,198,0,66,18.8
24/02/2017,-13.7,-5.4,-1.3,198,0,66,18.8
25/02/2017,-9.8,-6.3,-3.4,198,0,64,19.6
26/02/2017,-6.4,-5.4,-3.6,198,0,64,19.6
27/02/2017,-9.9,-7.6,-5.3,198,0,61,20.4
28/02/2017,-11.2,-8.5,-4.3,198,0,61,20.4
01/03/2017,-13.9,-10.8,-7.4,198,0,61,20.4
02/03/2017,-15.9,-10.8,-3.2,198,0,61,20.4
03/03/2017,-14.8,-10.1,-4,198,0,61,20.4
04/03/2017,-25.9,-13.8,-2.8,198,0,58,21.3
05/03/2017,-19.1,-10.8,-4.4,198,0,58,21.3
06/03/2017,-21.2,-13.4,-5,198,0,58,21.3
07/03/2017,-19.4,-11.4,-3.6,198,0,58,21.3
08/03/2017,-14.7,-9.1,-1.7,198,0,58,21.3
09/03/2017,-15.7,-7.9,-0.4,198,0,58,21.3
10/03/2017,-19.9,-8.6,0.2,198,0,58,21.3
11/03/2017,-9.7,-4.7,0.5,198,0,58,21.3
12/03/2017,-13.4,-5.3,2,198,0,58,21.3
13/03/2017,-10.5,-4.8,0.6,198,0,58,21.3
14/03/2017,-12.4,-7.6,-4.3,198,0,58,21.3
15/03/2017,-13.4,-10.1,-5.8,198,0,56,22.3
16/03/2017,-12.9,-9,-3.1,198,0,56,22.3
17/03/2017,-17.5,-10.4,-3.2,198,0,56,22.3
18/03/2017,-21.5,-11.3,-3.6,198,0,56,22.3
19/03/2017,-13.2,-7.7,0.4,198,0,56,22.3
20/03/2017,-18.3,-7.7,2.1,198,0,56,22.3
21/03/2017,-11.8,-5,1.4,198,0,56,22.3
22/03/2017,-9.7,-4.2,2.1,198,0,56,22.3
23/03/2017,-11.6,-4.4,2.3,198,0,56,22.3
24/03/2017,-10.9,-5.1,1.7,198,0,56,22.3
25/03/2017,-13.9,-5.7,1.4,198,0,56,22.3
26/03/2017,-13.1,-6.1,1.4,198,0,56,22.3
27/03/2017,-12.2,-3.6,5.8,198,0,56,22.3
28/03/2017,-8.8,-3.1,1.3,198,3,56,22.3
29/03/2017,-3.9,-1.2,2.1,201,5,58,21.7
30/03/2017,-12.3,-3.8,0.4,206,3,64,20.8
31/03/2017,-1.4,1,2.8,208,3,64,20.8
01/04/2017,0.2,4.4,10.1,211,0,61,20.8
02/04/2017,-1.1,2.8,6.4,211,0,56,21.8
03/04/2017,-4,2.2,6.3,211,0,56,21.4
04/04/2017,-0.2,3.8,8.2,211,0,53,21.9
05/04/2017,2.2,5.9,10.7,211,0,51,22.5
06/04/2017,-0.1,4.5,11.5,211,0,46,23.3
07/04/2017,-3.9,3.3,11.2,211,0,41,25
08/04/2017,-5.8,1.4,9.3,211,0,36,27.9
09/04/2017,-4.9,2.2,9.4,211,0,36,25.7
10/04/2017,-4.7,2.8,8.4,211,0,33,26.9
11/04/2017,-2.2,3.9,9.4,211,0,30,26.7
12/04/2017,-0.3,5.2,12.8,211,0,28,26.4
13/04/2017,-1,5.9,12.9,211,0,25,24
14/04/2017,-1.8,5.3,13.3,211,0,23,21.1
15/04/2017,-4.6,3.9,12.4,211,0,18,20
16/04/2017,-2.9,2.4,7.1,211,0,15,18.3
17/04/2017,-0.8,4.3,9.8,211,0,13,
18/04/2017,-2.1,4.3,10.2,211,0,10,
19/04/2017,-2.8,4.7,11.7,211,0,5,
20/04/2017,-0.6,5.1,12.7,211,0,0,
21/04/2017,-2.8,5.1,12.9,211,0,0,
22/04/2017,-0.7,6.4,13.2,211,0,0,
23/04/2017,1.3,7.7,14.3,211,0,0,
24/04/2017,2.6,5.6,8.8,211,0,0,
25/04/2017,1.9,6.1,10.9,211,3,0,
26/04/2017,1.6,7.3,14.2,213,0,0,
27/04/2017,1.2,6,12.2,213,0,0,
28/04/2017,2.8,6.3,11.4,213,3,0,
29/04/2017,-0.8,6.6,12.9,216,0,0,
30/04/2017,0,6,12.4,216,0,0,
01/05/2017,1.7,6.8,12.9,216,0,0,
02/05/2017,-0.1,7.4,13.8,216,0,0,
03/05/2017,3.8,9.7,15.9,216,0,0,
04/05/2017,2.8,7.9,13.6,216,0,0,
05/05/2017,-1.2,7.6,15.4,216,0,0,
06/05/2017,0.1,8.1,16.7,216,0,0,
07/05/2017,4.3,8.6,13.9,216,0,0,
08/05/2017,0.2,9.1,16.7,216,0,0,
09/05/2017,4.9,10.5,15.9,216,0,0,
10/05/2017,2.2,10.6,19.8,216,0,0,
11/05/2017,3.7,11.6,20.1,216,0,0,
12/05/2017,3.3,10.7,18.4,216,0,0,
13/05/2017,1.7,6.2,13.1,216,8,0,
14/05/2017,3.4,7.7,14,224,0,0,
15/05/2017,0.8,10.2,18.9,224,0,0,
16/05/2017,4.5,11.7,18.6,224,0,0,
17/05/2017,4.5,9.5,13.3,224,0,0,
18/05/2017,4.6,6.7,10.3,224,5,0,
19/05/2017,3.4,6.9,10.8,229,0,0,
20/05/2017,2.2,7.4,14,229,0,0,
21/05/2017,2.9,7.6,12,229,3,0,
22/05/2017,4.9,8.3,13.2,231,3,0,
23/05/2017,3.4,7.4,12.6,234,0,0,
24/05/2017,3.7,5.6,7.8,234,10,0,
25/05/2017,1.6,6.5,11.4,244,0,0,
26/05/2017,1.7,5.2,9.1,244,3,0,
27/05/2017,0.8,5.8,11.1,246,0,0,
28/05/2017,3,5.2,7.6,246,5,0,
29/05/2017,4,6.6,11.3,251,5,0,
30/05/2017,1.4,8.8,16.2,257,0,0,
31/05/2017,1.8,12.2,21.6,257,0,0,
01/06/2017,5.4,15.3,25.7,257,0,0,
02/06/2017,5.8,13.9,21.8,257,0,0,
03/06/2017,6.4,13.4,21.9,257,0,0,
04/06/2017,5.7,13,19.3,257,0,0,
05/06/2017,6.9,9.9,13,257,5,0,
06/06/2017,4.6,12.4,19.9,262,0,0,
07/06/2017,10.8,14.6,19.4,262,0,0,
08/06/2017,9.1,13.9,19.9,262,0,0,
09/06/2017,11.6,16.2,21.7,262,0,0,
10/06/2017,9.9,12.6,15.1,262,3,0,
11/06/2017,8.1,11.8,17.1,264,3,0,
12/06/2017,7.5,11.1,15.6,267,0,0,
13/06/2017,6.7,10.3,14.1,267,0,0,
14/06/2017,5.6,12,18.9,267,0,0,
15/06/2017,2.6,11.1,22.2,267,0,0,
16/06/2017,-0.9,11.6,19.9,267,0,0,
17/06/2017,8.8,13.5,18.7,267,0,0,
18/06/2017,5.4,11.5,19.4,267,0,0,
19/06/2017,4.3,13.2,22.7,267,0,0,
20/06/2017,8.5,10.4,12,267,5,0,
21/06/2017,5.7,11.6,19.1,272,0,0,
22/06/2017,7.8,10.9,14.3,272,0,0,
23/06/2017,7.7,10.7,14.3,272,0,0,
24/06/2017,4.4,13.6,24.4,272,0,0,
25/06/2017,6.8,14.8,21.7,272,0,0,
26/06/2017,8,11.1,16.3,272,0,0,
27/06/2017,8.4,10.7,14.1,272,3,0,
