Date,Alexander Lake (1267) Air Temperature Minimum (degC),Alexander Lake (1267) Air Temperature Average (degC),Alexander Lake (1267) Air Temperature Maximum (degC),Alexander Lake (1267) Precipitation Accumulation (mm) Start of Day Values,Alexander Lake (1267) Precipitation Increment - Snow-adj (mm),Alexander Lake (1267) Snow Depth (cm) Start of Day Values,Alexander Lake (1267) Snow Density (pct) Start of Day Values
15/10/2020,-4.4,-0.6,6.1,10,0,0,
16/10/2020,-5.6,-1.1,3.3,10,0,0,
17/10/2020,-2.8,0,4.4,10,0,0,
18/10/2020,-4.4,0,2.8,10,0,0,
19/10/2020,-5,-1.7,3.3,10,3,0,
20/10/2020,-7.8,-2.8,4.4,13,0,0,
21/10/2020,-4.4,-0.6,5.6,13,0,0,
22/10/2020,-7.2,-2.2,5,13,0,0,
23/10/2020,-3.9,-0.6,1.7,13,0,0,
24/10/2020,0,1.1,2.2,13,0,0,
25/10/2020,0.6,1.1,1.7,13,18,0,
26/10/2020,0,1.7,3.9,30,10,18,
27/10/2020,-6.7,-1.7,4.4,41,3,15,
28/10/2020,-10,-6.1,-0.6,43,0,,
29/10/2020,-10.6,-7.2,-2.2,43,0,,
30/10/2020,-12.2,-7.8,-2.8,43,0,,
31/10/2020,-12.8,-7.8,-2.2,43,0,,
01/11/2020,-11.7,-7.8,-5,43,0,,
02/11/2020,-8.3,-6.1,-3.3,43,0,,
03/11/2020,-15.6,-10,-5.6,43,0,,
04/11/2020,-18.9,-12.2,-5,43,0,,
05/11/2020,-13.3,-10,-7.8,43,0,,
06/11/2020,-9.4,-7.8,-6.1,43,0,,
07/11/2020,-6.7,-5.6,-4.4,43,13,,
08/11/2020,-4.4,-1.7,2.2,56,46,18,15.7
09/11/2020,-7.8,-1.1,2.8,102,0,46,14.4
10/11/2020,-12.8,-6.1,-2.2,102,3,43,15.3
11/11/2020,-2.2,0,2.2,104,8,43,15.9
12/11/2020,-3.3,0.6,1.7,112,3,48,15.8
13/11/2020,-14.4,-7.8,-2.2,114,0,48,16.3
14/11/2020,-12.2,-8.3,-5.6,114,0,46,17.2
15/11/2020,-14.4,-9.4,-3.3,114,0,46,17.2
16/11/2020,-25.6,-15,-7.8,114,0,43,18.2
17/11/2020,-28.9,-23.9,-16.7,114,0,43,18.2
18/11/2020,-28.9,-23.9,-13.3,114,0,41,19.4
19/11/2020,-30.6,-20.6,-9.4,114,0,41,19.4
20/11/2020,-14.4,-8.9,-2.8,114,0,41,19.4
21/11/2020,-14.4,-4.4,0,114,0,38,20.7
22/11/2020,-10.6,-4.4,-2.8,114,0,38,20.7
23/11/2020,-6.7,-1.7,0,114,0,38,20.7
24/11/2020,-17.2,-11.1,-4.4,114,3,38,20.7
25/11/2020,-8.9,-3.9,-1.1,117,3,38,20.7
26/11/2020,-11.1,-5.6,-0.6,119,10,41,20
27/11/2020,-4.4,-2.8,-1.7,130,20,48,18.4
28/11/2020,-3.9,-2.2,0,150,0,58,17.4
29/11/2020,-12.2,-6.1,-2.2,150,0,53,19
30/11/2020,-15,-6.7,-1.7,150,8,53,19
01/12/2020,-1.7,-0.6,0.6,157,20,56,19.1
02/12/2020,-5.6,0,1.7,173,20,71,17.9
03/12/2020,-19.4,-12.2,-5.6,193,0,61,21.7
04/12/2020,-28.9,-17.8,-10.6,193,0,58,22.6
05/12/2020,-30.6,-24.4,-17.8,193,0,58,22.6
06/12/2020,-19.4,-10,-4.4,193,0,58,22.6
07/12/2020,-7.8,-1.7,1.7,193,5,61,21.7
08/12/2020,-3.9,0,1.7,198,5,58,23
09/12/2020,-9.4,-5.6,-2.8,203,0,61,22.5
10/12/2020,-12.2,-8.9,-6.1,203,0,61,22.5
11/12/2020,-20,-13.3,-9.4,203,0,61,22.5
12/12/2020,-18.9,-10.6,-7.8,203,0,58,23.5
13/12/2020,-8.9,-2.8,0.6,203,0,58,23.5
14/12/2020,-5.6,-2.8,-1.1,203,8,58,23.5
15/12/2020,-8.3,-5,-2.8,211,0,64,22.4
16/12/2020,-8.3,-7.2,-6.1,211,0,64,22.4
17/12/2020,-12.2,-8.3,-6.7,211,0,61,23.3
18/12/2020,-17.2,-13.3,-8.9,211,0,61,23.3
19/12/2020,-15,-10,-7.2,211,0,61,23.3
20/12/2020,-15.6,-10,-8.3,211,0,61,23.3
21/12/2020,-10,-7.8,-5.6,211,10,61,23.3
22/12/2020,-5.6,-1.7,1.7,221,3,71,21.4
23/12/2020,-2.2,1.1,2.8,224,5,69,22.6
24/12/2020,-8.3,-3.3,-1.1,229,0,69,23.3
25/12/2020,-10.6,-6.7,-3.3,229,0,69,23.3
26/12/2020,-12.8,-7.8,-5.6,229,0,69,23.3
27/12/2020,-9.4,-5.6,-0.6,229,0,66,24.2
28/12/2020,-6.1,-0.6,1.1,229,8,66,24.2
29/12/2020,-9.4,-6.1,-3.3,236,0,71,23.2
30/12/2020,-13.9,-8.3,-3.3,236,0,71,23.2
31/12/2020,-23.3,-17.8,-11.1,236,0,69,24.1
01/01/2021,-28.3,-25,-19.4,236,0,69,24.1
02/01/2021,-32.8,-29.4,-26.1,236,0,69,24.1
03/01/2021,-34.4,-26.7,-13.9,236,0,69,24.1
04/01/2021,-15,-11.1,-7.2,236,3,69,24.1
05/01/2021,-14.4,-8.9,-7.2,236,3,71,23.6
06/01/2021,-19.4,-11.7,-6.7,236,0,69,24.8
07/01/2021,-12.2,-5,0.6,236,0,69,24.8
08/01/2021,-11.7,-5,-1.1,236,3,69,24.8
09/01/2021,-7.8,-2.8,0,239,0,69,25.2
10/01/2021,-4.4,-1.1,0.6,239,0,71,24.3
11/01/2021,-6.1,-3.3,0,239,0,69,25.2
12/01/2021,-17.2,-6.7,-3.3,239,0,69,25.2
13/01/2021,-12.2,-6.7,-2.8,239,3,71,24.3
14/01/2021,-8.3,-2.8,0.6,241,0,71,24.6
15/01/2021,-10,-3.3,-1.1,241,0,71,24.6
16/01/2021,-11.1,-2.2,2.2,241,0,71,24.6
17/01/2021,-1.1,1.1,1.7,241,5,71,24.6
18/01/2021,-0.6,1.1,2.8,246,0,69,26.3
19/01/2021,-10,-1.7,2.2,246,0,69,26.3
20/01/2021,-6.1,-1.7,0,246,8,69,26.3
21/01/2021,-3.3,-1.7,-0.6,254,0,74,25.2
22/01/2021,-1.1,0,1.7,254,0,74,25.2
23/01/2021,-1.7,1.1,2.2,254,3,74,25.2
24/01/2021,-8.9,-1.7,3.3,257,0,71,26.4
25/01/2021,-16.1,-11.1,-7.2,257,3,71,26.4
26/01/2021,-26.7,-20.6,-12.8,257,3,71,26.8
27/01/2021,-30,-21.7,-11.7,257,3,69,28.1
28/01/2021,-11.7,-8.3,-6.1,259,10,69,28.1
29/01/2021,-14.4,-7.8,-5,269,0,76,26.7
30/01/2021,-23.9,-15,-7.2,269,0,76,26.7
31/01/2021,-27.8,-19.4,-12.2,269,0,76,26.7
01/02/2021,-28.3,-16.7,-9.4,269,0,76,26.7
02/02/2021,-20,-14.4,-10,269,5,76,26.7
03/02/2021,,,,274,,79,24.8
